VBELN,POSNR,BEZEI,BZIRK,CG_NAME,CITY_NAME,CUST_NAME,DISC_PERC,DISCOUNT,DRERZ,EDITION_NAME,FREE_COPY,GJAHR,GROSS_COPY,GROSS_VALUE,KDGRP,MANDT,MATNR,MONAT,NET_VALUE,ORD_DATE,PAID_COPY,PSTYV,PUB_NAME,PVA,RATE,ROUTE,SDIST_NAME,SGRP_NAME,SHIP_TO_PARTY,SOFF_NAME,SOLD_TO_PARTY,SPART,VGBEL,VKBUR,VKGRP,VKORG,VTWEG,ZCOO,ZLAO
132581084,10,JUNAGADH TO UNA,JNAGDH,Cir. Agent upcountry,PRACHI,JAYRAJ NEWS AGENCY,27,-189,DV,JUNAGADH DAK,0,2020,175,700,CU,100,VJUD200918,9,511,9/18/2020,175,JTAP,DIVYA BHASKAR,VJUD,4,JNGUNA,JUNAGADH,Circulation Satelite,10067743,Junagarh,10067743,NE,162796,JUNA,CRU,JUNA,DA,0,0
132581086,10,JUNAGADH TO UNA,JNAGDH,Cir. Agent upcountry,MENDARDA,SHREE RAM NEWS AGENCY,27,-91.8,DV,JUNAGADH DAK,0,2020,85,340,CU,100,VJUD200918,9,248.2,9/18/2020,85,JTAP,DIVYA BHASKAR,VJUD,4,JNGUNA,JUNAGADH,Circulation Satelite,10068010,Junagarh,10068010,NE,164412,JUNA,CRU,JUNA,DA,0,0
132581088,10,JUNAGADH TO SUTRAPADA VERAVAL,JNAGDH,Cir. Agent upcountry,MORADIYA,BHOLA NEWS AGENCY,27,-86.4,DV,JUNAGADH DAK,0,2020,80,320,CU,100,VJUD200918,9,233.6,9/18/2020,80,JTAP,DIVYA BHASKAR,VJUD,4,JNVERA,JUNAGADH,Circulation Satelite,10068075,Junagarh,10068075,NE,165162,JUNA,CRU,JUNA,DA,0,0
132581090,10,JUNAGADH TO SUTRAPADA VERAVAL,JNAGDH,Cir. Agent upcountry,KUKASVADA,SAKSHI NEWS AGENCY,27,-118.8,DV,JUNAGADH DAK,0,2020,110,440,CU,100,VJUD200918,9,321.2,9/18/2020,110,JTAP,DIVYA BHASKAR,VJUD,4,JNVERA,JUNAGADH,Circulation Satelite,10068094,Junagarh,10068094,NE,165295,JUNA,CRU,JUNA,DA,0,0
132581092,10,JUNAGADH TO SUTRAPADA VERAVAL,JNAGDH,Cir. Agent upcountry,KHIRASARA,MARU BROTHERS NEWS PAPER AGENC,27,-86.4,DV,JUNAGADH DAK,0,2020,80,320,CU,100,VJUD200918,9,233.6,9/18/2020,80,JTAP,DIVYA BHASKAR,VJUD,4,JNVERA,JUNAGADH,Circulation Satelite,10068121,Junagarh,10068121,NE,165630,JUNA,CRU,JUNA,DA,0,0
132581094,10,JUNAGADH TO MADHAVPUR,JNAGDH,Cir. Agent upcountry,KESHOD,HARESH K JOSHI,30,-2678.4,DV,JUNAGADH DAK,0,2020,2232,8928,CU,100,VJUD200918,9,6249.6,9/18/2020,2232,JTAP,DIVYA BHASKAR,VJUD,4,JNMDPR,JUNAGADH,Circulation Satelite,10072657,Junagarh,10072657,NE,195561,JUNA,CRU,JUNA,DA,0,0
132581096,10,JUNAGADH TO PORBANDAR,JNAGDH,Cir. Agent upcountry,THANAPIPDI,MAKVANA VALLABHBHAI MENAND BHA,27,-81,DV,JUNAGADH DAK,0,2020,75,300,CU,100,VJUD200918,9,219,9/18/2020,75,JTAP,DIVYA BHASKAR,VJUD,4,JNPBDR,JUNAGADH,Circulation Satelite,10072830,Junagarh,10072830,NE,196875,JUNA,CRU,JUNA,DA,0,0
132581098,10,JUNAGADH TO MADHAVPUR,JNAGDH,Cir. Agent upcountry,MADHAVPUR,HUSAINKHAN BELIM,27,-32.4,DV,JUNAGADH DAK,0,2020,30,120,CU,100,VJUD200918,9,87.6,9/18/2020,30,JTAP,DIVYA BHASKAR,VJUD,4,JNMDPR,JUNAGADH,Circulation Satelite,10072833,Junagarh,10072833,NE,196895,JUNA,CRU,JUNA,DA,0,0
132581099,10,JUNAGADH IN HOUSE,JNAGDH,Staff File,JUNAGADH,STAFF FILE COPY,0,0,DV,JUNAGADH DAK,4,2020,4,0,12,100,VJUD200918,9,0,9/18/2020,0,ZFOR,DIVYA BHASKAR,VJUD,0,JNINHO,JUNAGADH,Circulation Local,80002120,Junagarh,80002120,NE,63362,JUNA,CRL,JUNA,IH,0,0
132581101,10,JUNAGADH IN HOUSE,JNAGDH,Library/Store/Record,JUNAGADH,LIBRARY/STORE/RECORD ROOM,0,0,DV,JUNAGADH DAK,4,2020,4,0,13,100,VJUD200918,9,0,9/18/2020,0,ZFOR,DIVYA BHASKAR,VJUD,0,JNINHO,JUNAGADH,Circulation Local,80002121,Junagarh,80002121,NE,63363,JUNA,CRL,JUNA,IH,0,0
132581103,10,JUNAGADH IN HOUSE,JNAGDH,Advt./Billing,JUNAGADH,ADVT BILLING DEPT,0,0,DV,JUNAGADH DAK,10,2020,10,0,14,100,VJUD200918,9,0,9/18/2020,0,ZFOR,DIVYA BHASKAR,VJUD,0,JNINHO,JUNAGADH,Circulation Local,80002122,Junagarh,80002122,NE,63364,JUNA,CRL,JUNA,IH,0,0
132581253,10,JUNAGADH TO RAJULA,AMRELI,Cir. Agent upcountry,DHARI,ARUN NEWS,27,-340.2,DV,AMRELI,0,2020,315,1260,CU,100,VAMR200918,9,919.8,9/18/2020,315,JTAP,DIVYA BHASKAR,VAMR,4,JNRAJU,AMRELI,Circulation Satelite,10000127,Junagarh,10000127,NE,63072,JUNA,CRU,JUNA,DA,0,0
132581255,10,JUNAGADH TO KOTDAPITHA-AMRELI,AMRELI,Cir. Agent upcountry,KOTDAPITHA,DHRUV NEWS AGENCY,27,-86.4,DV,AMRELI,0,2020,80,320,CU,100,VAMR200918,9,233.6,9/18/2020,80,JTAP,DIVYA BHASKAR,VAMR,4,JNARLI,AMRELI,Circulation Satelite,10024461,Junagarh,10024461,NE,63105,JUNA,CRU,JUNA,DA,0,0
132581257,10,JUNAGADH TO RAJULA,AMRELI,Cir. Agent upcountry,CHALALA,SHYAM NEWS AGENCY,27,-183.6,DV,AMRELI,0,2020,170,680,CU,100,VAMR200918,9,496.4,9/18/2020,170,JTAP,DIVYA BHASKAR,VAMR,4,JNRAJU,AMRELI,Circulation Satelite,10025893,Junagarh,10025893,NE,63116,JUNA,CRU,JUNA,DA,0,0
132581259,10,JUNAGADH TO KOTDAPITHA-AMRELI,AMRELI,Cir. Agent upcountry,VADIYA,SHIVSHAKTI NEWS AGENCY,27,-151.2,DV,AMRELI,0,2020,140,560,CU,100,VAMR200918,9,408.8,9/18/2020,140,JTAP,DIVYA BHASKAR,VAMR,4,JNARLI,AMRELI,Circulation Satelite,10025923,Junagarh,10025923,NE,63017,JUNA,CRU,JUNA,DA,0,0
132581261,10,JUNAGADH TO KOTDAPITHA-AMRELI,AMRELI,Cir. Agent upcountry,KUNKAVAV,SHIVKRUPA NEWS AGENCY,27,-183.6,DV,AMRELI,0,2020,170,680,CU,100,VAMR200918,9,496.4,9/18/2020,170,JTAP,DIVYA BHASKAR,VAMR,4,JNARLI,AMRELI,Circulation Satelite,10025924,Junagarh,10025924,NE,63028,JUNA,CRU,JUNA,DA,0,0
132581263,10,JUNAGADH TO RAJULA,AMRELI,Cir. Agent upcountry,KHAMBHA,SANKALP NEWS AGENCY,27,-810,DV,AMRELI,0,2020,750,3000,CU,100,VAMR200918,9,2190,9/18/2020,750,JTAP,DIVYA BHASKAR,VAMR,4,JNRAJU,AMRELI,Circulation Satelite,10026154,Junagarh,10026154,NE,63043,JUNA,CRU,JUNA,DA,0,0
132581265,10,JUNAGADH TO RAJULA,AMRELI,Cir. Agent upcountry,VICTOR,MARUTI NEWS AGENCY,27,-21.6,DV,AMRELI,0,2020,20,80,CU,100,VAMR200918,9,58.4,9/18/2020,20,JTAP,DIVYA BHASKAR,VAMR,4,JNRAJU,AMRELI,Circulation Satelite,10026405,Junagarh,10026405,NE,63046,JUNA,CRU,JUNA,DA,0,0
132581267,10,JUNAGADH TO KOTDAPITHA-AMRELI,AMRELI,Cir. Agent upcountry,BABAPUR,RAWAL NEWS AGENCY,27,-151.2,DV,AMRELI,0,2020,140,560,CU,100,VAMR200918,9,408.8,9/18/2020,140,JTAP,DIVYA BHASKAR,VAMR,4,JNARLI,AMRELI,Circulation Satelite,10027456,Junagarh,10027456,NE,63063,JUNA,CRU,JUNA,DA,0,0
132581269,10,JUNAGADH TO KOTDAPITHA-AMRELI,AMRELI,Cir. Agent upcountry,MEGHA-PIPALIYA,KISHAN NEWS AGENCY,27,-27,DV,AMRELI,0,2020,25,100,CU,100,VAMR200918,9,73,9/18/2020,25,JTAP,DIVYA BHASKAR,VAMR,4,JNARLI,AMRELI,Circulation Satelite,10029464,Junagarh,10029464,NE,63065,JUNA,CRU,JUNA,DA,0,0
132581271,10,JUNAGADH TO KOTDAPITHA-AMRELI,AMRELI,Cir. Agent upcountry,VIJPADI,AKSHAR NEWS AGENCY,27,-108,DV,AMRELI,0,2020,100,400,CU,100,VAMR200918,9,292,9/18/2020,100,JTAP,DIVYA BHASKAR,VAMR,4,JNARLI,AMRELI,Circulation Satelite,10041907,Junagarh,10041907,NE,79002,JUNA,CRU,JUNA,DA,0,0
132581273,10,JUNAGADH TO RAJULA,AMRELI,Cir. Agent upcountry,RAJULA,MEET NEWS AGENCY,27,-567,DV,AMRELI,0,2020,525,2100,CU,100,VAMR200918,9,1533,9/18/2020,525,JTAP,DIVYA BHASKAR,VAMR,4,JNRAJU,AMRELI,Circulation Satelite,10041948,Junagarh,10041948,NE,79151,JUNA,CRU,JUNA,DA,0,0
132581275,10,JUNAGADH TO RAJULA,AMRELI,Cir. Sub Agent,VAVERA,MEET NEWS AGENCY,27,-16.2,DV,AMRELI,0,2020,15,60,CS,100,VAMR200918,9,43.8,9/18/2020,15,JTAP,DIVYA BHASKAR,VAMR,4,JNRAJU,AMRELI,Circulation Satelite,10043424,Junagarh,10041948,NE,83737,JUNA,CRU,JUNA,DA,0,0
132581277,10,JUNAGADH TO RAJULA,AMRELI,Cir. Sub Agent,KOVAYA,MEET NEWS AGENCY,27,-145.8,DV,AMRELI,0,2020,135,540,CS,100,VAMR200918,9,394.2,9/18/2020,135,JTAP,DIVYA BHASKAR,VAMR,4,JNRAJU,AMRELI,Circulation Satelite,10048430,Junagarh,10041948,NE,99003,JUNA,CRU,JUNA,DA,0,0
132581279,10,JUNAGADH TO RAJULA,AMRELI,Cir. Agent upcountry,JAFRABAD,FIROJ R.PATHAN,27,-205.2,DV,AMRELI,0,2020,190,760,CU,100,VAMR200918,9,554.8,9/18/2020,190,JTAP,DIVYA BHASKAR,VAMR,4,JNRAJU,AMRELI,Circulation Satelite,10051335,Junagarh,10051335,NE,107485,JUNA,CRU,JUNA,DA,0,0
132581282,10,JUNAGADH TO KOTDAPITHA-AMRELI,AMRELI,Cir. Agent upcountry,CHITTAL,DHARMESH CHAUHAN,27,-226.8,DV,AMRELI,0,2020,210,840,CU,100,VAMR200918,9,613.2,9/18/2020,210,JTAP,DIVYA BHASKAR,VAMR,4,JNARLI,AMRELI,Circulation Satelite,10051338,Junagarh,10051338,NE,107569,JUNA,CRU,JUNA,DA,0,0
132581284,10,JUNAGADH TO KOTDAPITHA-AMRELI,AMRELI,Cir. Agent upcountry,AMRELI,NARENDRA NEWS AGENCY,30,-4080,DV,AMRELI,0,2020,3400,13600,CU,100,VAMR200918,9,9520,9/18/2020,3400,JTAP,DIVYA BHASKAR,VAMR,4,JNARLI,AMRELI,Circulation Satelite,10056160,Junagarh,10056160,NE,118040,JUNA,CRU,JUNA,DA,0,0
132581286,10,JUNAGADH TO RAJULA,AMRELI,Cir. Agent upcountry,SAVARKUNDLA,KANTILAL DALICHAND DOSHI,27,-1318.68,DV,AMRELI,0,2020,1221,4884,CU,100,VAMR200918,9,3565.32,9/18/2020,1221,JTAP,DIVYA BHASKAR,VAMR,4,JNRAJU,AMRELI,Circulation Satelite,10056162,Junagarh,10056162,NE,118038,JUNA,CRU,JUNA,DA,0,0
132581288,10,JUNAGADH TO KOTDAPITHA-AMRELI,JNAGDH,Cir. Agent upcountry,BABRA,RAJU BASIYA,27,-294.84,DV,AMRELI,0,2020,273,1092,CU,100,VAMR200918,9,797.16,9/18/2020,273,JTAP,DIVYA BHASKAR,VAMR,4,JNARLI,JUNAGADH,Circulation Satelite,10067741,Junagarh,10067741,NE,162793,JUNA,CRU,JUNA,DA,0,0
132581290,10,JUNAGADH TO KOTDAPITHA-AMRELI,JNAGDH,Cir. Agent upcountry,GARNI,RAJDEEP NEWS PAPER AGENCY,27,-37.8,DV,AMRELI,0,2020,35,140,CU,100,VAMR200918,9,102.2,9/18/2020,35,JTAP,DIVYA BHASKAR,VAMR,4,JNARLI,JUNAGADH,Circulation Satelite,10067988,Junagarh,10067988,NE,164118,JUNA,CRU,JUNA,DA,0,0
132581292,10,JUNAGADH TO KOTDAPITHA-AMRELI,JNAGDH,Cir. Agent upcountry,LATHI,VISHAL DODIYA,27,-232.2,DV,AMRELI,0,2020,215,860,CU,100,VAMR200918,9,627.8,9/18/2020,215,JTAP,DIVYA BHASKAR,VAMR,4,JNARLI,JUNAGADH,Circulation Satelite,10068021,Junagarh,10068021,NE,164423,JUNA,CRU,JUNA,DA,0,0
132581294,10,JUNAGADH TO SUTRAPADA VERAVAL,JNAGDH,Cir. Agent upcountry,LILIYA,MAHESHBHAI H DAVE,27,-58.32,DV,AMRELI,0,2020,54,216,CU,100,VAMR200918,9,157.68,9/18/2020,54,JTAP,DIVYA BHASKAR,VAMR,4,JNVERA,JUNAGADH,Circulation Satelite,10068140,Junagarh,10068140,NE,165788,JUNA,CRU,JUNA,DA,0,0
132581295,10,JUNAGADH TO KOTDAPITHA-AMRELI,AMRELI,Cir. Agent upcountry,BAGASARA,SHREE SADGURU NEWS AGENCY,27,-999,DV,AMRELI,0,2020,925,3700,CU,100,VAMR200918,9,2701,9/18/2020,925,JTAP,DIVYA BHASKAR,VAMR,4,JNARLI,AMRELI,Circulation Satelite,10072656,Junagarh,10072656,NE,195560,JUNA,CRU,JUNA,DA,0,0
132581297,10,JUNAGADH IN HOUSE,JNAGDH,Staff File,JUNAGADH,STAFF FILE COPY,0,0,DV,AMRELI,4,2020,4,0,12,100,VAMR200918,9,0,9/18/2020,0,ZFOR,DIVYA BHASKAR,VAMR,0,JNINHO,JUNAGADH,Circulation Local,80002120,Junagarh,80002120,NE,63362,JUNA,CRL,JUNA,IH,0,0
132581299,10,JUNAGADH IN HOUSE,JNAGDH,Library/Store/Record,JUNAGADH,LIBRARY/STORE/RECORD ROOM,0,0,DV,AMRELI,4,2020,4,0,13,100,VAMR200918,9,0,9/18/2020,0,ZFOR,DIVYA BHASKAR,VAMR,0,JNINHO,JUNAGADH,Circulation Local,80002121,Junagarh,80002121,NE,63363,JUNA,CRL,JUNA,IH,0,0
132581301,10,JUNAGADH IN HOUSE,JNAGDH,Advt./Billing,JUNAGADH,ADVT BILLING DEPT,0,0,DV,AMRELI,11,2020,11,0,14,100,VAMR200918,9,0,9/18/2020,0,ZFOR,DIVYA BHASKAR,VAMR,0,JNINHO,JUNAGADH,Circulation Local,80002122,Junagarh,80002122,NE,63364,JUNA,CRL,JUNA,IH,0,0
132581547,10,JUNAGADH TO PORBANDAR,JNAGDH,Cir. Agent upcountry,KUTIYANA,NALINBHAI CHUCHIYA,27,-280.8,DV,PORBANDAR,0,2020,260,1040,CU,100,VPOR200918,9,759.2,9/18/2020,260,JTAP,DIVYA BHASKAR,VPOR,4,JNPBDR,JUNAGADH,Circulation Satelite,10025894,Junagarh,10025894,NE,63036,JUNA,CRU,JUNA,DA,0,0
132581548,10,JUNAGADH TO PORBANDAR,PRBNDR,Cir. Agent upcountry,RANAVAV-2,DILIP VRAJLAL JOSHI,27,-621,DV,PORBANDAR,0,2020,575,2300,CU,100,VPOR200918,9,1679,9/18/2020,575,JTAP,DIVYA BHASKAR,VPOR,4,JNPBDR,PORBANDAR,Circulation Satelite,10048323,Junagarh,10048323,NE,98151,JUNA,CRU,JUNA,DA,0,0
132581549,10,JUNAGADH TO PORBANDAR,PRBNDR,Cir. Agent upcountry,RANAKANDORNA,VIJAY M.LAKHANI,27,-183.6,DV,PORBANDAR,0,2020,170,680,CU,100,VPOR200918,9,496.4,9/18/2020,170,JTAP,DIVYA BHASKAR,VPOR,4,JNPBDR,PORBANDAR,Circulation Satelite,10051334,Junagarh,10051334,NE,107484,JUNA,CRU,JUNA,DA,0,0
132581550,10,JUNAGADH TO MADHAVPUR,PRBNDR,Cir. Agent upcountry,MADHAVPUR,PARESH NIMAVAT,27,-399.6,DV,PORBANDAR,0,2020,370,1480,CU,100,VPOR200918,9,1080.4,9/18/2020,370,JTAP,DIVYA BHASKAR,VPOR,4,JNMDPR,PORBANDAR,Circulation Satelite,10055412,Junagarh,10055412,NE,116435,JUNA,CRU,JUNA,DA,0,0
132581551,10,JUNAGADH TO PORBANDAR,JNAGDH,Cir. Agent upcountry,PORBANDER,HITESH D TORANIA,30,-5280,DV,PORBANDAR,0,2020,4400,17600,CU,100,VPOR200918,9,12320,9/18/2020,4400,JTAP,DIVYA BHASKAR,VPOR,4,JNPBDR,JUNAGADH,Circulation Satelite,10061297,Junagarh,10061297,NE,130103,JUNA,CRU,JUNA,DA,0,0
132581552,10,JUNAGADH IN HOUSE,JNAGDH,Staff File,JUNAGADH,STAFF FILE COPY,0,0,DV,PORBANDAR,4,2020,4,0,12,100,VPOR200918,9,0,9/18/2020,0,ZFOR,DIVYA BHASKAR,VPOR,0,JNINHO,JUNAGADH,Circulation Local,80002120,Junagarh,80002120,NE,63362,JUNA,CRL,JUNA,IH,0,0
132581553,10,JUNAGADH IN HOUSE,JNAGDH,Library/Store/Record,JUNAGADH,LIBRARY/STORE/RECORD ROOM,0,0,DV,PORBANDAR,4,2020,4,0,13,100,VPOR200918,9,0,9/18/2020,0,ZFOR,DIVYA BHASKAR,VPOR,0,JNINHO,JUNAGADH,Circulation Local,80002121,Junagarh,80002121,NE,63363,JUNA,CRL,JUNA,IH,0,0
132581554,10,JUNAGADH IN HOUSE,JNAGDH,Advt./Billing,JUNAGADH,ADVT BILLING DEPT,0,0,DV,PORBANDAR,11,2020,11,0,14,100,VPOR200918,9,0,9/18/2020,0,ZFOR,DIVYA BHASKAR,VPOR,0,JNINHO,JUNAGADH,Circulation Local,80002122,Junagarh,80002122,NE,63364,JUNA,CRL,JUNA,IH,0,0
132595524,10,RAIPUR TO JAGDALPUR,KONAON,Cir. Agent upcountry,KESHKAL,MAGRAJ GOYAL,30,-480,DB,JAGDALPUR BASTAR,0,2020,400,1600,CU,100,DJDP200918,9,1120,9/18/2020,400,JTAP,DAINIK BHASKAR,DJDP,4,RPJDLR,KONDAGAON,Circulation Satelite,10012022,Raipur,10012022,NE,4444,RAIP,CRU,RAIP,DA,0,0
132595526,10,RAIPUR TO JAGDALPUR,BASTAR,Cir. Agent upcountry,JAGDALPUR,BANSHI LAL SAHU,35,-3190.6,DB,JAGDALPUR BASTAR,0,2020,2279,9116,CU,100,DJDP200918,9,5925.4,9/18/2020,2279,JTAP,DAINIK BHASKAR,DJDP,4,RPJDLR,BASTAR,Circulation Satelite,10012023,Raipur,10012023,NE,4446,RAIP,CRU,RAIP,DA,0,0
132595528,10,RAIPUR TO JAGDALPUR,BASTAR,Cir. Agent upcountry,JAGDALPUR,G.V.CHICHOLKAR,33,-277.2,DB,JAGDALPUR BASTAR,0,2020,210,840,CU,100,DJDP200918,9,562.8,9/18/2020,210,JTAP,DAINIK BHASKAR,DJDP,4,RPJDLR,BASTAR,Circulation Satelite,10012024,Raipur,10012024,NE,4457,RAIP,CRU,RAIP,DA,0,0
132595531,10,RAIPUR TO JAGDALPUR,BASTAR,Cir. Agent upcountry,DAHIKONGA,JAIN NEWS AGENCY,25,-21,DB,JAGDALPUR BASTAR,0,2020,21,84,CU,100,DJDP200918,9,63,9/18/2020,21,JTAP,DAINIK BHASKAR,DJDP,4,RPJDLR,BASTAR,Circulation Satelite,10012027,Raipur,10012027,NE,4461,RAIP,CRU,RAIP,DA,0,0
132595533,10,RAIPUR TO JAGDALPUR,KONAON,Cir. Agent upcountry,KONDAGAON,SUKHDEV SINGH GILL,33,-1009.8,DB,JAGDALPUR BASTAR,0,2020,765,3060,CU,100,DJDP200918,9,2050.2,9/18/2020,765,JTAP,DAINIK BHASKAR,DJDP,4,RPJDLR,KONDAGAON,Circulation Satelite,10012030,Raipur,10012030,NE,4467,RAIP,CRU,RAIP,DA,0,0
132595535,10,RAIPUR TO JAGDALPUR,BASTAR,Cir. Agent upcountry,JAGDALPUR,SUSHIL PANIGRAHI,35,-441,DB,JAGDALPUR BASTAR,0,2020,315,1260,CU,100,DJDP200918,9,819,9/18/2020,315,JTAP,DAINIK BHASKAR,DJDP,4,RPJDLR,BASTAR,Circulation Satelite,10012031,Raipur,10012031,NE,4473,RAIP,CRU,RAIP,DA,0,0
132595537,10,JAGDALPUR TO DANTEWADA,BASTAR,Cir. Agent upcountry,BADEKILEPAAL,SHUBHAM NEWS AGENCY,25,-42,DB,JAGDALPUR BASTAR,0,2020,42,168,CU,100,DJDP200918,9,126,9/18/2020,42,JTAP,DAINIK BHASKAR,DJDP,4,RPJPDW,BASTAR,Circulation Satelite,10012032,Raipur,10012032,NE,4476,RAIP,CRU,RAIP,DA,0,0
132595540,10,RAIPUR TO JAGDALPUR,BASTAR,Cir. Agent upcountry,BASTAR,YOGESH SINGH,25,-213,DB,JAGDALPUR BASTAR,0,2020,213,852,CU,100,DJDP200918,9,639,9/18/2020,213,JTAP,DAINIK BHASKAR,DJDP,4,RPJDLR,BASTAR,Circulation Satelite,10012036,Raipur,10012036,NE,4482,RAIP,CRU,RAIP,DA,0,0
132595542,10,RAIPUR TO JAGDALPUR,KONAON,Cir. Agent upcountry,BAHIGAON,PIYUSH NEWS AGENCY,25,-48,DB,JAGDALPUR BASTAR,0,2020,48,192,CU,100,DJDP200918,9,144,9/18/2020,48,JTAP,DAINIK BHASKAR,DJDP,4,RPJDLR,KONDAGAON,Circulation Satelite,10012037,Raipur,10012037,NE,4483,RAIP,CRU,RAIP,DA,0,0
132595544,10,Bhanupratapur to Narayanpur,NARPUR,Cir. Agent upcountry,NARAYANPUR,JAIN NEWS AGENCY,30,-243.6,DB,JAGDALPUR BASTAR,0,2020,203,812,CU,100,DJDP200918,9,568.4,9/18/2020,203,JTAP,DAINIK BHASKAR,DJDP,4,RPBPNP,NARAYANPUR,Circulation Satelite,10012038,Raipur,10012038,NE,4485,RAIP,CRU,RAIP,DA,0,0
132595547,10,RAIPUR TO JAGDALPUR,BASTAR,Cir. Agent upcountry,BHANPURI,TIWARI NEWS AGENCY,27,-111.24,DB,JAGDALPUR BASTAR,0,2020,103,412,CU,100,DJDP200918,9,300.76,9/18/2020,103,JTAP,DAINIK BHASKAR,DJDP,4,RPJDLR,BASTAR,Circulation Satelite,10012041,Raipur,10012041,NE,4489,RAIP,CRU,RAIP,DA,0,0
132595549,10,JAGDALPUR TO SUKMA,SUKKMA,Cir. Agent upcountry,PUSHPAL (TONGPAL),NEMICHAND JAIN,27,-178.2,DB,JAGDALPUR BASTAR,0,2020,165,660,CU,100,DJDP200918,9,481.8,9/18/2020,165,JTAP,DAINIK BHASKAR,DJDP,4,RPJPSK,SUKMA,Circulation Satelite,10012064,Raipur,10012064,NE,4542,RAIP,CRU,RAIP,DA,0,0
132595551,10,JAGDALPUR TO SUKMA,SUKKMA,Cir. Agent upcountry,SUKMA,RAMASHANKAR SAHU,30,-312,DB,JAGDALPUR BASTAR,0,2020,260,1040,CU,100,DJDP200918,9,728,9/18/2020,260,JTAP,DAINIK BHASKAR,DJDP,4,RPJPSK,SUKMA,Circulation Satelite,10012066,Raipur,10012066,NE,4544,RAIP,CRU,RAIP,DA,0,0
132595555,10,URLA TO SHAHID SMARAK,RAIICT,Cir. Agent city,RAIPUR,KHANNA NEWS  AGENCY,25,-3,DB,JAGDALPUR BASTAR,0,2020,3,12,CC,100,DJDP200918,9,9,9/18/2020,3,JTAP,DAINIK BHASKAR,DJDP,4,URLSSM,RAIPUR CITY,Circulation Local,10012160,Raipur,10012160,NE,4810,RAIP,CRL,RAIP,DA,0,0
132595558,10,URLA TO SHAHID SMARAK,RAIICT,Cir. Agent city,RAIPUR,MAHESH YADAV,35,-4.2,DB,JAGDALPUR BASTAR,0,2020,3,12,CC,100,DJDP200918,9,7.8,9/18/2020,3,JTAP,DAINIK BHASKAR,DJDP,4,URLSSM,RAIPUR CITY,Circulation Local,10012163,Raipur,10012163,NE,4836,RAIP,CRL,RAIP,DA,0,0
132595561,10,RAIPUR TO JAGDALPUR,KONAON,Cir. Sub Agent,KORGAON,MAGRAJ GOYAL,30,-122.4,DB,JAGDALPUR BASTAR,0,2020,102,408,CS,100,DJDP200918,9,285.6,9/18/2020,102,JTAP,DAINIK BHASKAR,DJDP,4,RPJDLR,KONDAGAON,Circulation Satelite,10012702,Raipur,10012022,NE,4445,RAIP,CRU,RAIP,DA,0,0
132595563,10,RAIPUR TO JAGDALPUR,BASTAR,Cir. Sub Agent,DHOBIGUDA,BANSHI LAL SAHU,35,-100.8,DB,JAGDALPUR BASTAR,0,2020,72,288,CS,100,DJDP200918,9,187.2,9/18/2020,72,JTAP,DAINIK BHASKAR,DJDP,4,RPJDLR,BASTAR,Circulation Satelite,10012712,Raipur,10012023,NE,4456,RAIP,CRU,RAIP,DA,0,0
132595566,10,RAIPUR TO JAGDALPUR,KONAON,Cir. Sub Agent,LANJODA,SUKHDEV SINGH GILL,33,-52.8,DB,JAGDALPUR BASTAR,0,2020,40,160,CS,100,DJDP200918,9,107.2,9/18/2020,40,JTAP,DAINIK BHASKAR,DJDP,4,RPJDLR,KONDAGAON,Circulation Satelite,10012718,Raipur,10012030,NE,4469,RAIP,CRU,RAIP,DA,0,0
132595568,10,RAIPUR TO JAGDALPUR,KONAON,Cir. Sub Agent,BANIYAGAON,SUKHDEV SINGH GILL,33,-52.8,DB,JAGDALPUR BASTAR,0,2020,40,160,CS,100,DJDP200918,9,107.2,9/18/2020,40,JTAP,DAINIK BHASKAR,DJDP,4,RPJDLR,KONDAGAON,Circulation Satelite,10012720,Raipur,10012030,NE,4471,RAIP,CRU,RAIP,DA,0,0
132595571,10,RAIPUR TO JAGDALPUR,KONAON,Cir. Sub Agent,GIROLA,SUKHDEV SINGH GILL,33,-99,DB,JAGDALPUR BASTAR,0,2020,75,300,CS,100,DJDP200918,9,201,9/18/2020,75,JTAP,DAINIK BHASKAR,DJDP,4,RPJDLR,KONDAGAON,Circulation Satelite,10012721,Raipur,10012030,NE,4472,RAIP,CRU,RAIP,DA,0,0
132595573,10,RAIPUR TO JAGDALPUR,BASTAR,Cir. Sub Agent,ASNANAKA,SUSHIL PANIGRAHI,35,-231,DB,JAGDALPUR BASTAR,0,2020,165,660,CS,100,DJDP200918,9,429,9/18/2020,165,JTAP,DAINIK BHASKAR,DJDP,4,RPJDLR,BASTAR,Circulation Satelite,10012722,Raipur,10012031,NE,4474,RAIP,CRU,RAIP,DA,0,0
132595576,10,RAIPUR TO JAGDALPUR,BASTAR,Cir. Sub Agent,JAGDALPUR,SUSHIL PANIGRAHI,35,-336,DB,JAGDALPUR BASTAR,0,2020,240,960,CS,100,DJDP200918,9,624,9/18/2020,240,JTAP,DAINIK BHASKAR,DJDP,4,RPJDLR,BASTAR,Circulation Satelite,10012723,Raipur,10012031,NE,4475,RAIP,CRU,RAIP,DA,0,0
